4129537,9983,20160712,0.013228895
6949378,3429,20160706,0.014452667
2166529,6928,20160727,0.038809486
2166529,1808,20160727,0.044166137
6172162,6500,20160708,0.036300298
4005121,9983,20160706,0.020816218
4347394,9983,20160716,0.023716306
3094273,13602,20160727,0.015933188
5139970,9983,20160729,0.0042094653
3237121,13602,20160703,0.015933188
6224386,9983,20160716,0.008613694
6488578,13602,20160712,0.2247548
4164865,9983,20160703,0.012111295
4164865,8059,20160706,0.007561344
5468674,9983,20160713,0.023174975
6258178,9144,20160706,0.034428805
3659521,7341,20160727,0.02706462
3659521,13181,20160717,0.036036488
3659521,13602,20160718,0.030010171
7333378,13602,20160704,0.036120184
7333378,785,20160727,0.10366428
4454914,2978,20160711,0.028770527
6817282,8375,20160724,0.023340827
3149569,10418,20160721,0.017348835
6301186,1715,20160718,0.14391924
6301186,4203,20160708,0.023203371
2891521,13602,20160724,0.035344336
3422977,13602,20160727,0.037071697
4771330,13602,20160726,0.0074283094
4513282,11799,20160712,0.008800372
3439873,13602,20160713,0.02780788
6632962,13602,20160727,0.038473908
6632962,10438,20160705,0.003944914
6912514,9934,20160724,0.20322217
2821891,10418,20160702,0.015031203
3872515,10418,20160704,0.016410897
3872515,2978,20160704,0.01966738
2699011,13602,20160705,0.21663056
5406214,3903,20160722,0.058432877
5406214,2440,20160722,0.059557784
3359491,10418,20160725,0.009849392
4147459,5743,20160715,0.074650615
5427718,4912,20160704,0.14099917
5427718,662,20160704,0.19768395
5427718,1528,20160704,0.15727535
2848003,13602,20160702,0.014605908
2726659,10842,20160724,0.08250982
3649795,2978,20160723,0.023485037
3649795,10418,20160701,0.018276269
2612995,9983,20160703,0.008306762
3808003,9983,20160721,0.0061108815
3812611,3992,20160721,0.04600196
3425539,3992,20160719,0.026703227
6853126,13181,20160721,0.04728995
4251142,10609,20160707,0.07437905
3442435,13602,20160713,0.027045352
3182851,11986,20160731,0.03235478
7175686,7774,20160706,0.1277872
7175686,9983,20160717,0.021737121
3199747,8059,20160712,0.0048861383
3199747,3429,20160718,0.0058230977
6140422,6480,20160728,0.100133814
4001029,13602,20160704,0.016412174
3873541,2978,20160718,0.02415452
4603402,5482,20160723,0.050935127
6443530,13602,20160722,0.027045352
3627781,10418,20160713,0.017393054
4913674,8059,20160712,0.0068346667
3506437,13602,20160719,0.040275343
2196229,6614,20160717,0.029487923
2329861,13849,20160724,0.110427506
3514117,9967,20160706,0.0140051795
5733898,13183,20160705,0.1173108
2480389,2978,20160703,0.12248752
3928837,1904,20160722,0.023387367
3017989,13602,20160730,0.016096523
3017989,9983,20160704,0.017822025
5776906,13602,20160706,0.02780788
6332938,13602,20160724,0.033960257
5568010,8596,20160722,0.15564704
5568010,8596,20160722,0.15564704
2398981,13602,20160722,0.016412174
3208453,10418,20160713,0.0068995506
7205386,13602,20160729,0.025925716
4866574,13602,20160723,0.04132982
4866574,9983,20160725,0.012896559
5394958,2601,20160712,0.01024985
6445582,13602,20160713,0.02780788
3748615,13602,20160709,0.02550798
3748615,11184,20160703,0.054387618
5941774,9983,20160711,0.008329782
2842375,3429,20160725,0.012134674
2324743,10418,20160701,0.017348835
6491662,4654,20160717,0.07887586
3644167,11463,20160710,0.06341916
3644167,11463,20160706,0.06341916
3644167,11463,20160708,0.06341916
3644167,11463,20160711,0.06341916
3644167,11463,20160713,0.06341916
2862343,3004,20160712,0.06802074
2862343,2070,20160721,0.049839996
2862343,7821,20160721,0.046410695
2862343,14,20160731,0.116456844
4676110,9983,20160727,0.005161354
3135751,3992,20160724,0.035953782
4054279,9983,20160729,0.018666113
4192519,13602,20160723,0.014142703
2363143,3780,20160703,0.04269542
2363143,13161,20160703,0.048920404
2363143,2978,20160724,0.032182176
2363143,10438,20160729,0.06149491
3025159,9983,20160703,0.01863455
3025159,10438,20160701,0.0043236944
3025159,13602,20160725,0.026595384
6574606,8059,20160729,0.0056397584
2771719,13602,20160728,0.015933188
2513671,9983,20160723,0.027236236
7136782,13602,20160714,0.014142703
3568903,8596,20160722,0.023996346
5047822,13602,20160722,0.035344336
3704071,10110,20160716,0.19085401
3704071,10110,20160707,0.19085401
3183367,4132,20160723,0.019593464
4276750,13602,20160726,0.036011815
6402574,9983,20160704,0.017822025
6402574,10418,20160706,0.017132556
6408718,13602,20160724,0.015933188
4587022,8059,20160717,0.014831747
4587022,9983,20160717,0.029522821
3212041,13602,20160715,0.027045352
5903890,13602,20160724,0.036839075
4598290,1904,20160709,0.030619398
3093769,8306,20160728,0.27183944
3093769,8059,20160728,0.008087366
3093769,9983,20160716,0.02325596
3093769,8306,20160728,0.27183944
4370962,8059,20160722,0.006866144
6208018,2920,20160729,0.18109581
2189065,2096,20160715,0.042514566
4029193,13602,20160703,0.027045352
3119881,493,20160721,0.04212371
3910921,9983,20160712,0.005765334
3910921,13602,20160711,0.03198536
6773266,2096,20160717,0.09978911
4948498,2978,20160725,0.018408539
2347273,13602,20160725,0.037071697
4190473,10284,20160720,0.048376895
3536137,13602,20160728,0.02780788
2358025,13602,20160703,0.009292823
3930889,10438,20160729,0.0037355605
3930889,13602,20160704,0.008902691
3930889,2893,20160724,0.10201694
3930889,2893,20160726,0.10201694
4066057,5702,20160716,0.23470022
4066057,13602,20160724,0.03835572
4066057,5702,20160723,0.23470022
4066057,5702,20160709,0.23470022
4070665,10418,20160715,0.015388055
3024649,3992,20160709,0.02353708
6862354,13602,20160731,0.036839075
6078994,10438,20160716,0.0035853942
3310345,10438,20160731,0.005226466
6112786,13602,20160714,0.016412174
2930953,2978,20160724,0.022318216
6939154,10418,20160727,0.011989623
6939154,2978,20160727,0.023859877
3208969,3985,20160724,0.23612633
3208969,11876,20160724,0.096475884
2296075,13602,20160728,0.0079086125
2173195,2601,20160703,0.008096138
5948950,10418,20160720,0.019057512
2723083,4277,20160724,0.029453676
4177675,9983,20160721,0.23015721
4177675,13602,20160719,0.015087869
6790678,13602,20160723,0.016412174
3531019,8059,20160717,0.004425583
7343638,8059,20160704,0.008671783
3021067,13320,20160722,0.073156714
2773771,4727,20160725,0.10576672
4286998,13602,20160711,0.02408797
6385174,9983,20160712,0.004297849
2933515,9983,20160703,0.017822025
